Isle of Man,IMN,Trade (% of GDP),..
Israel,ISR,Trade (% of GDP),56.2695344799558
Italy,ITA,Trade (% of GDP),59.8789802234549
Jamaica,JAM,Trade (% of GDP),90.1106076335994
Japan,JPN,Trade (% of GDP),35.2164181084145
Jordan,JOR,Trade (% of GDP),85.8214387441846
Kazakhstan,KAZ,Trade (% of GDP),64.8586165517565
Kenya,KEN,Trade (% of GDP),31.7594667253776
Kiribati,KIR,Trade (% of GDP),119.84126984127
"Korea, Dem. People's Rep.",PRK,Trade (% of GDP),..
"Korea, Rep.",KOR,Trade (% of GDP),75.757138965219
Kosovo,XKX,Trade (% of GDP),85.7534085053482
Kuwait,KWT,Trade (% of GDP),98.1829442370446
Kyrgyz Republic,KGZ,Trade (% of GDP),..
Lao PDR,LAO,Trade (% of GDP),..
Latvia,LVA,Trade (% of GDP),120.743136668005
Lebanon,LBN,Trade (% of GDP),62.98091601016
Lesotho,LSO,Trade (% of GDP),142.226138607513
Liberia,LBR,Trade (% of GDP),..
Libya,LBY,Trade (% of GDP),78.2091278508398
Liechtenstein,LIE,Trade (% of GDP),..
Lithuania,LTU,Trade (% of GDP),149.176211356567
Luxembourg,LUX,Trade (% of GDP),382.348369203003
"Macao SAR, China",MAC,Trade (% of GDP),114.703063841274
Madagascar,MDG,Trade (% of GDP),62.6013230457128
Malawi,MWI,Trade (% of GDP),..
Malaysia,MYS,Trade (% of GDP),123.028562027943
Maldives,MDV,Trade (% of GDP),..
Mali,MLI,Trade (% of GDP),63.6587027660517
Malta,MLT,Trade (% of GDP),309.61715026097
Marshall Islands,MHL,Trade (% of GDP),153.598392568969
Mauritania,MRT,Trade (% of GDP),93.4866941351317
Mauritius,MUS,Trade (% of GDP),96.4919509166035
Mexico,MEX,Trade (% of GDP),77.3963247757157
"Micronesia, Fed. Sts.",FSM,Trade (% of GDP),104.495192307692
Moldova,MDA,Trade (% of GDP),87.6322371148906
Monaco,MCO,Trade (% of GDP),..
Mongolia,MNG,Trade (% of GDP),124.396514621165
Montenegro,MNE,Trade (% of GDP),108.844577462214
Morocco,MAR,Trade (% of GDP),75.9981158798422
Mozambique,MOZ,Trade (% of GDP),..
Myanmar,MMR,Trade (% of GDP),..
Namibia,NAM,Trade (% of GDP),82.9011520693409
Nauru,NRU,Trade (% of GDP),156
Nepal,NPL,Trade (% of GDP),49.2495265869012
Netherlands,NLD,Trade (% of GDP),155.270676645491
New Caledonia,NCL,Trade (% of GDP),..
New Zealand,NZL,Trade (% of GDP),54.3841804066818
Nicaragua,NIC,Trade (% of GDP),94.04228104628
Niger,NER,Trade (% of GDP),37.1025664250326
Nigeria,NGA,Trade (% of GDP),..
North Macedonia,MKD,Trade (% of GDP),138.576231840539
Northern Mariana Islands,MNP,Trade (% of GDP),104.572396274344
Norway,NOR,Trade (% of GDP),70.8958205272987
Oman,OMN,Trade (% of GDP),86.4761336586
Pakistan,PAK,Trade (% of GDP),28.9055757994453
Palau,PLW,Trade (% of GDP),..
Panama,PAN,Trade (% of GDP),..
Papua New Guinea,PNG,Trade (% of GDP),..
Paraguay,PRY,Trade (% of GDP),71.2221617342433
Peru,PER,Trade (% of GDP),46.9435053754409
Philippines,PHL,Trade (% of GDP),68.8418422585097
Poland,POL,Trade (% of GDP),102.688713790566
Portugal,PRT,Trade (% of GDP),86.5647174091784
Puerto Rico,PRI,Trade (% of GDP),107.571456836722
Qatar,QAT,Trade (% of GDP),90.0463755501859
Romania,ROU,Trade (% of GDP),84.5030610232464
Russian Federation,RUS,Trade (% of GDP),49.2287536619033
Rwanda,RWA,Trade (% of GDP),57.9923275443865
Samoa,WSM,Trade (% of GDP),83.3310820410377
San Marino,SMR,Trade (% of GDP),307.264778085553
Sao Tome and Principe,STP,Trade (% of GDP),..
Saudi Arabia,SAU,Trade (% of GDP),60.1981894249545
Senegal,SEN,Trade (% of GDP),64.2362506061005
Serbia,SRB,Trade (% of GDP),111.954597500673
Seychelles,SYC,Trade (% of GDP),196.972328714042
Sierra Leone,SLE,Trade (% of GDP),56.1906488750949
Singapore,SGP,Trade (% of GDP),321.703497216311
Sint Maarten (Dutch part),SXM,Trade (% of GDP),..
Slovak Republic,SVK,Trade (% of GDP),183.493447095806
Slovenia,SVN,Trade (% of GDP),158.638466880546
Solomon Islands,SLB,Trade (% of GDP),82.9983376152335
Somalia,SOM,Trade (% of GDP),69.572186456566
South Africa,ZAF,Trade (% of GDP),53.8979964086103
South Sudan,SSD,Trade (% of GDP),..
Spain,ESP,Trade (% of GDP),66.8738905174013
Sri Lanka,LKA,Trade (% of GDP),49.4255258543722
St. Kitts and Nevis,KNA,Trade (% of GDP),..
St. Lucia,LCA,Trade (% of GDP),..
St. Martin (French part),MAF,Trade (% of GDP),..
St. Vincent and the Grenadines,VCT,Trade (% of GDP),..
Sudan,SDN,Trade (% of GDP),26.1196204552625
Suriname,SUR,Trade (% of GDP),..
Sweden,SWE,Trade (% of GDP),91.4338289680865
Switzerland,CHE,Trade (% of GDP),124.127612180467
Syrian Arab Republic,SYR,Trade (% of GDP),41.9994711236162
Tajikistan,TJK,Trade (% of GDP),56.0450159145896
Tanzania,TZA,Trade (% of GDP),33.0185892502311
Thailand,THA,Trade (% of GDP),109.689514715166
Timor-Leste,TLS,Trade (% of GDP),70.8064146926001
Togo,TGO,Trade (% of GDP),56.3421740349757
Tonga,TON,Trade (% of GDP),87.1654471936074
Trinidad and Tobago,TTO,Trade (% of GDP),..
Tunisia,TUN,Trade (% of GDP),100.936008262245
Turkiye,TUR,Trade (% of GDP),63.1932903231036
Turkmenistan,TKM,Trade (% of GDP),44.2857594037204
Turks and Caicos Islands,TCA,Trade (% of GDP),..
Tuvalu,TUV,Trade (% of GDP),..
Uganda,UGA,Trade (% of GDP),39.3610539647435
Ukraine,UKR,Trade (% of GDP),90.5112342910763
United Arab Emirates,ARE,Trade (% of GDP),167.383564925995
United Kingdom,GBR,Trade (% of GDP),64.6651336372235
United States,USA,Trade (% of GDP),26.4519494737854
Uruguay,URY,Trade (% of GDP),49.5573052535871
Uzbekistan,UZB,Trade (% of GDP),72.5183267330503
Vanuatu,VUT,Trade (% of GDP),99.3829688227082
"Venezuela, RB",VEN,Trade (% of GDP),..
Viet Nam,VNM,Trade (% of GDP),164.704214531318
Virgin Islands (U.S.),VIR,Trade (% of GDP),155.399174957535
West Bank and Gaza,PSE,Trade (% of GDP),68.9934922812035
"Yemen, Rep.",YEM,Trade (% of GDP),..
Zambia,ZMB,Trade (% of GDP),68.791204936096
Zimbabwe,ZWE,Trade (% of GDP),55.7959609917419
Africa Eastern and Southern,AFE,Trade (% of GDP),51.6315805117886
Africa Western and Central,AFW,Trade (% of GDP),..
Arab World,ARB,Trade (% of GDP),81.375450138496
Caribbean small states,CSS,Trade (% of GDP),..
Central Europe and the Baltics,CEB,Trade (% of GDP),122.208253920517
Early-demographic dividend,EAR,Trade (% of GDP),52.5228107734728
East Asia & Pacific,EAS,Trade (% of GDP),53.7112082438589
East Asia & Pacific (excluding high income),EAP,Trade (% of GDP),43.2887423052987
East Asia & Pacific (IDA & IBRD countries),TEA,Trade (% of GDP),43.2899677441247
Euro area,EMU,Trade (% of GDP),89.9062406696633
Europe & Central Asia,ECS,Trade (% of GDP),84.3698046954109
Europe & Central Asia (excluding high income),ECA,Trade (% of GDP),61.3850348549467
Europe & Central Asia (IDA & IBRD countries),TEC,Trade (% of GDP),67.9564411536031
European Union,EUU,Trade (% of GDP),92.2681849767146
Fragile and conflict affected situations,FCS,Trade (% of GDP),..
Heavily indebted poor countries (HIPC),HPC,Trade (% of GDP),52.7986909625064
High income,HIC,Trade (% of GDP),61.6223025107685
IBRD only,IBD,Trade (% of GDP),48.3716566924529
IDA & IBRD total,IBT,Trade (% of GDP),48.3838240000145
IDA blend,IDB,Trade (% of GDP),..
IDA only,IDX,Trade (% of GDP),51.9050499873098
IDA total,IDA,Trade (% of GDP),48.6128100401414
Late-demographic dividend,LTE,Trade (% of GDP),53.0681735513407
Latin America & Caribbean,LCN,Trade (% of GDP),47.0368209245983
Latin America & Caribbean (excluding high income),LAC,Trade (% of GDP),45.3506288805534
Latin America & the Caribbean (IDA & IBRD countries),TLA,Trade (% of GDP),46.3772702322323
Least developed countries: UN classification,LDC,Trade (% of GDP),49.728295366021
Low & middle income,LMY,Trade (% of GDP),46.8211709730293
Low income,LIC,Trade (% of GDP),48.3264810867882
Lower middle income,LMC,Trade (% of GDP),53.1223031256306
Middle East & North Africa,MEA,Trade (% of GDP),77.0451676437319
Middle East & North Africa (excluding high income),MNA,Trade (% of GDP),57.7467670428491
Middle East & North Africa (IDA & IBRD countries),TMN,Trade (% of GDP),57.6243395791239
Middle income,MIC,Trade (% of GDP),46.8026318878848
North America,NAC,Trade (% of GDP),29.8589170922788
Not classified,INX,Trade (% of GDP),..
OECD members,OED,Trade (% of GDP),56.4684571050666
Other small states,OSS,Trade (% of GDP),109.001947932816
Pacific island small states,PSS,Trade (% of GDP),102.543119525487
Post-demographic dividend,PST,Trade (% of GDP),58.0164108411152
Pre-demographic dividend,PRE,Trade (% of GDP),..
Small states,SST,Trade (% of GDP),107.191035456567
South Asia,SAS,Trade (% of GDP),38.6504817706871
South Asia (IDA & IBRD),TSA,Trade (% of GDP),38.6504817706871
Sub-Saharan Africa,SSF,Trade (% of GDP),54.8236255441814
Sub-Saharan Africa (excluding high income),SSA,Trade (% of GDP),54.6644505589253
Sub-Saharan Africa (IDA & IBRD countries),TSS,Trade (% of GDP),54.8236255441815
Upper middle income,UMC,Trade (% of GDP),45.2753999757702
World,WLD,Trade (% of GDP),56.4978896229091
